Chip Run Filename,D:\RT-PCR\Blood\ChipRun.bml,,,,,,,,,,,,,,,,,,,
Application Version,1.4.2,,,,,,,,,,,,,,,,,,,
Application Build,20070522.1,,,,,,,,,,,,,,,,,,,
Export Type,Table Results,,,,,,,,,,,,,,,,,,,
Quality Threshold,0.65,,,,,,,,,,,,,,,,,,,
Baseline Correction Method,Linear,,,,,,,,,,,,,,,,,,,
Ct Threshold Method,Auto (Detectors),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Quality,Call
S37-A36,434_13,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S37-A37,434_13,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S37-A38,434_13,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S37-A39,434_13,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S37-A40,434_13,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S37-A41,434_13,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S37-A42,434_13,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S37-A43,434_13,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S37-A44,434_13,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S37-A45,434_13,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S37-A46,434_13,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S37-A47,434_13,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S37-A48,434_13,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A01,434_4,Unknown,1,434_1,MX1,Test,B-actin,8.918072282,0.95,Pass,0.053812245,-6.414353173,0.893333333,Pass,-1.994091904,0.736666667,Pass,-6.011221955,0.736666667,Pass
S10-A02,434_4,Unknown,1,434_1,IRF7,Test,B-actin,11.22280528,0.84,Pass,0.036827459,-4.166336399,0.84,Pass,0.310641098,0.736666667,Pass,-3.763205181,0.736666667,Pass
S10-A03,434_4,Unknown,1,434_1,G1P3,Test,B-actin,9.83107159,0.66,Pass,0.019982874,-6.413420599,0.66,Pass,-1.081092596,0.66,Pass,-6.010289381,0.66,Pass
S10-A04,434_4,Unknown,1,434_1,OASL,Test,B-actin,11.36515015,0.94,Pass,0.065237931,-3.564074519,0.94,Pass,0.45298596,0.736666667,Pass,-3.160943301,0.736666667,Pass
S10-A05,434_4,Unknown,1,434_1,IFIT4,Test,B-actin,12.93332542,0.64,Fail,0.019915253,-7.00385749,0.64,Fail,2.021161231,0.64,Fail,-6.600726272,0.64,Fail
S10-A06,434_4,Unknown,1,434_1,INFA5,Test,B-actin,24.57021237,0.94,Pass,0.072222612,-3.184398292,0.94,Pass,13.65804819,0.736666667,Pass,-2.781267074,0.736666667,Pass
S10-A07,434_4,Unknown,1,434_1,TNF ALPHA,Test,B-actin,14.96857318,0.84,Pass,0.035619194,-1.963790352,0.806666667,Pass,4.05640899,0.736666667,Pass,-1.560659134,0.736666667,Pass
S10-A08,434_4,Unknown,1,434_1,PI3,Test,B-actin,14.52694759,0.7,Pass,0.033657989,-0.918156728,0.7,Pass,3.614783402,0.7,Pass,-0.51502551,0.7,Pass
S10-A09,434_4,Unknown,1,434_1,IL-10,Test,B-actin,16.8665725,0.94,Pass,0.052633033,-2.267495801,0.926666667,Pass,5.954408317,0.736666667,Pass,-1.864364583,0.736666667,Pass
S10-A10,434_4,Unknown,1,434_1,IFIT1,Test,B-actin,10.82276123,0.88,Pass,0.061441596,-7.471524838,0.88,Pass,-0.089402954,0.736666667,Pass,-7.06839362,0.736666667,Pass
S10-A11,434_4,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,10.73887959,0.63,Fail,0.01597179,-8.015200524,0.63,Fail,-0.173284599,0.63,Fail,-7.612069306,0.63,Fail
S10-A12,434_4,Unknown,1,434_1,IFI44,Test,B-actin,12.12900522,0.83,Pass,0.057802747,-6.58381175,0.83,Pass,1.216841034,0.736666667,Pass,-6.180680532,0.736666667,Pass
S10-A13,434_4,Unknown,1,434_1,PRKR,Test,B-actin,12.29322711,0.87,Pass,0.042447337,-4.972935923,0.87,Pass,1.38106292,0.736666667,Pass,-4.569804705,0.736666667,Pass
S10-A14,434_4,Unknown,1,434_1,INFB1,Test,B-actin,22.34288906,0.93,Pass,0.045050435,-3.200556455,0.9,Pass,11.43072487,0.736666667,Pass,-2.797425237,0.736666667,Pass
S10-A15,434_4,Unknown,1,434_1,CCL-24,Test,B-actin,17.72530341,0.9,Pass,0.04242992,1.394761072,0.9,Pass,6.813139225,0.736666667,Pass,1.79789229,0.736666667,Pass
S10-A16,434_4,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A17,434_4,Unknown,1,434_1,PBEF,Test,B-actin,13.12341713,0.94,Pass,0.065920425,-0.269983881,0.94,Pass,2.211252942,0.736666667,Pass,0.133147337,0.736666667,Pass
S10-A18,434_4,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,12.90545122,0.95,Pass,0.082450283,-4.405912342,0.923333333,Pass,1.993287031,0.736666667,Pass,-4.002781125,0.736666667,Pass
S10-A19,434_4,Unknown,1,434_1,OAS3,Test,B-actin,14.25555211,0.94,Pass,0.059583791,-5.831166275,0.94,Pass,3.343387927,0.736666667,Pass,-5.428035057,0.736666667,Pass
S10-A20,434_4,Unknown,1,434_1,LY6E,Test,B-actin,11.62630335,0.83,Pass,0.033133264,-5.157971566,0.803333333,Pass,0.714139163,0.736666667,Pass,-4.754840348,0.736666667,Pass
S10-A21,434_4,Unknown,1,434_1,APOBEC3B,Test,B-actin,20.71302683,0.94,Pass,0.049384689,-1.399169395,0.94,Pass,9.800862641,0.736666667,Pass,-0.996038177,0.736666667,Pass
S10-A22,434_4,Unknown,1,434_1,IL1A,Test,B-actin,15.73620727,0.77,Pass,0.019695109,-1.905916361,0.74,Pass,4.824043084,0.736666667,Pass,-1.502785143,0.736666667,Pass
S10-A23,434_4,Unknown,1,434_1,IL1B,Test,B-actin,10.26967689,0.97,Pass,0.092491138,-1.992364751,0.97,Pass,-0.642487299,0.736666667,Pass,-1.589233533,0.736666667,Pass
S10-A24,434_4,Unknown,1,434_1,IRF5,Test,B-actin,16.77109605,0.88,Pass,0.068747972,-1.444841165,0.88,Pass,5.858931865,0.736666667,Pass,-1.041709947,0.736666667,Pass
S10-A25,434_4,Unknown,1,434_1,NK4(IL-32),Test,B-actin,12.62259411,0.78,Pass,0.035987112,-0.786987564,0.78,Pass,1.710429922,0.736666667,Pass,-0.383856346,0.736666667,Pass
S10-A26,434_4,Unknown,1,434_1,CCL20,Test,B-actin,15.02566368,0.8,Pass,0.066028727,-3.289666002,0.8,Pass,4.11349949,0.736666667,Pass,-2.886534784,0.736666667,Pass
S10-A27,434_4,Unknown,1,434_1,CCL22,Test,B-actin,14.74592997,0.98,Pass,0.062759131,-1.017061502,0.966666667,Pass,3.833765779,0.736666667,Pass,-0.613930284,0.736666667,Pass
S10-A28,434_4,Unknown,1,434_1,CCL2,Test,B-actin,8.245080173,0.82,Pass,0.041469833,-6.584987281,0.82,Pass,-2.667084013,0.736666667,Pass,-6.181856063,0.736666667,Pass
S10-A29,434_4,Unknown,1,434_1,LPL,Test,B-actin,20.00015702,0.77,Pass,0.081767941,-0.394564936,0.77,Pass,9.087992833,0.736666667,Pass,0.008566282,0.736666667,Pass
S10-A30,434_4,Unknown,1,434_1,OPN(SPP1),Test,B-actin,12.91170086,0.97,Pass,0.08927187,-1.042339861,0.946666667,Pass,1.999536676,0.736666667,Pass,-0.639208643,0.736666667,Pass
S10-A31,434_4,Unknown,1,434_1,B-actin,Reference,,11.01957301,0.73,Pass,0.031186689,-0.295722396,0.73,Pass,999,0,Fail,999,0,Fail
S10-A32,434_4,Unknown,1,434_1,GAPDH,Test,B-actin,10.93050674,0.6,Fail,0.078078015,-0.003925308,0.6,Fail,0.018342556,0.6,Fail,0.39920591,0.6,Fail
S10-A33,434_4,Unknown,1,434_1,18S,Test,B-actin,22.73818249,0.94,Pass,0.052145133,0.590901587,0.91,Pass,11.8260183,0.736666667,Pass,0.994032805,0.736666667,Pass
S10-A34,434_4,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A35,434_4,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A36,434_4,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A37,434_4,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A38,434_4,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A39,434_4,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A40,434_4,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A41,434_4,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A42,434_4,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A43,434_4,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A44,434_4,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A45,434_4,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A46,434_4,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A47,434_4,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S10-A48,434_4,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A01,434_12,Unknown,1,434_1,MX1,Test,B-actin,9.315504993,0.96,Pass,0.053812245,-6.016920462,0.893333333,Pass,-2.293351437,0.766666667,Pass,-6.310481487,0.766666667,Pass
S36-A02,434_12,Unknown,1,434_1,IRF7,Test,B-actin,11.64795684,0.89,Pass,0.036827459,-3.741184842,0.856666667,Pass,0.039100412,0.766666667,Pass,-4.034745867,0.766666667,Pass
S36-A03,434_12,Unknown,1,434_1,G1P3,Test,B-actin,10.53739407,0.73,Pass,0.019982874,-5.70709812,0.73,Pass,-1.07146236,0.73,Pass,-6.000659145,0.73,Pass
S36-A04,434_12,Unknown,1,434_1,OASL,Test,B-actin,11.08454437,0.88,Pass,0.065237931,-3.844680298,0.88,Pass,-0.524312062,0.766666667,Pass,-4.138241323,0.766666667,Pass
S36-A05,434_12,Unknown,1,434_1,IFIT4,Test,B-actin,12.41911287,0.65,Pass,0.019915253,-7.518070037,0.65,Pass,0.81025644,0.65,Pass,-7.811631062,0.65,Pass
S36-A06,434_12,Unknown,1,434_1,INFA5,Test,B-actin,15.33433629,0.8,Pass,0.072222612,-12.42027438,0.8,Pass,3.725479858,0.766666667,Pass,-12.7138354,0.766666667,Pass
S36-A07,434_12,Unknown,1,434_1,TNF ALPHA,Test,B-actin,14.0759413,0.8,Pass,0.035619194,-2.856422227,0.8,Pass,2.467084871,0.766666667,Pass,-3.149983252,0.766666667,Pass
S36-A08,434_12,Unknown,1,434_1,PI3,Test,B-actin,14.48554924,0.75,Pass,0.033657989,-0.959555071,0.75,Pass,2.876692815,0.75,Pass,-1.253116097,0.75,Pass
S36-A09,434_12,Unknown,1,434_1,IL-10,Test,B-actin,18.58088826,0.86,Pass,0.052633033,-0.553180042,0.86,Pass,6.972031833,0.766666667,Pass,-0.846741067,0.766666667,Pass
S36-A10,434_12,Unknown,1,434_1,IFIT1,Test,B-actin,10.46727696,0.83,Pass,0.061441596,-7.827009111,0.83,Pass,-1.14157947,0.766666667,Pass,-8.120570136,0.766666667,Pass
S36-A11,434_12,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,11.48172223,0.54,Fail,0.01597179,-7.272357887,0.54,Fail,-0.127134205,0.54,Fail,-7.565918912,0.54,Fail
S36-A12,434_12,Unknown,1,434_1,IFI44,Test,B-actin,13.04848405,0.76,Pass,0.057802747,-5.664332926,0.76,Pass,1.439627615,0.76,Pass,-5.957893951,0.76,Pass
S36-A13,434_12,Unknown,1,434_1,PRKR,Test,B-actin,12.37391295,0.82,Pass,0.042447337,-4.892250076,0.82,Pass,0.765056524,0.766666667,Pass,-5.185811101,0.766666667,Pass
S36-A14,434_12,Unknown,1,434_1,INFB1,Test,B-actin,14.7453762,0.78,Pass,0.045050435,-10.79806931,0.78,Pass,3.136519773,0.766666667,Pass,-11.09163034,0.766666667,Pass
S36-A15,434_12,Unknown,1,434_1,CCL-24,Test,B-actin,16.53719605,0.84,Pass,0.04242992,0.206653711,0.84,Pass,4.928339621,0.766666667,Pass,-0.086907314,0.766666667,Pass
S36-A16,434_12,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A17,434_12,Unknown,1,434_1,PBEF,Test,B-actin,12.89139302,0.96,Pass,0.065920425,-0.502007992,0.96,Pass,1.282536587,0.766666667,Pass,-0.795569017,0.766666667,Pass
S36-A18,434_12,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,12.85730706,0.96,Pass,0.082450283,-4.454056498,0.923333333,Pass,1.248450633,0.766666667,Pass,-4.747617523,0.766666667,Pass
S36-A19,434_12,Unknown,1,434_1,OAS3,Test,B-actin,14.32889057,0.96,Pass,0.059583791,-5.75782782,0.946666667,Pass,2.72003414,0.766666667,Pass,-6.051388845,0.766666667,Pass
S36-A20,434_12,Unknown,1,434_1,LY6E,Test,B-actin,12.53266917,0.74,Pass,0.033133264,-4.251605751,0.74,Pass,0.923812736,0.74,Pass,-4.545166776,0.74,Pass
S36-A21,434_12,Unknown,1,434_1,APOBEC3B,Test,B-actin,20.57693122,0.9,Pass,0.049384689,-1.535265003,0.9,Pass,8.968074789,0.766666667,Pass,-1.828826028,0.766666667,Pass
S36-A22,434_12,Unknown,1,434_1,IL1A,Test,B-actin,15.81079798,0.77,Pass,0.019695109,-1.831325651,0.74,Pass,4.201941552,0.766666667,Pass,-2.124886676,0.736666667,Pass
S36-A23,434_12,Unknown,1,434_1,IL1B,Test,B-actin,10.24146424,0.98,Pass,0.092491138,-2.020577394,0.98,Pass,-1.367392186,0.766666667,Pass,-2.314138419,0.766666667,Pass
S36-A24,434_12,Unknown,1,434_1,IRF5,Test,B-actin,17.42623891,0.88,Pass,0.068747972,-0.789698311,0.88,Pass,5.817382476,0.766666667,Pass,-1.083259337,0.766666667,Pass
S36-A25,434_12,Unknown,1,434_1,NK4(IL-32),Test,B-actin,13.49186107,0.75,Pass,0.035987112,0.082279395,0.75,Pass,1.883004637,0.75,Pass,-0.211281631,0.75,Pass
S36-A26,434_12,Unknown,1,434_1,CCL20,Test,B-actin,13.40484644,0.79,Pass,0.066028727,-4.910483242,0.79,Pass,1.795990007,0.766666667,Pass,-5.204044267,0.766666667,Pass
S36-A27,434_12,Unknown,1,434_1,CCL22,Test,B-actin,16.14714835,0.97,Pass,0.062759131,0.384156882,0.966666667,Pass,4.53829192,0.766666667,Pass,0.090595857,0.766666667,Pass
S36-A28,434_12,Unknown,1,434_1,CCL2,Test,B-actin,9.299285997,0.76,Pass,0.041469833,-5.530781457,0.76,Pass,-2.309570432,0.76,Pass,-5.824342482,0.76,Pass
S36-A29,434_12,Unknown,1,434_1,LPL,Test,B-actin,17.62599403,0.92,Pass,0.081767941,-2.768727926,0.886666667,Pass,6.0171376,0.766666667,Pass,-3.062288951,0.766666667,Pass
S36-A30,434_12,Unknown,1,434_1,OPN(SPP1),Test,B-actin,12.15759037,0.92,Pass,0.08927187,-1.796450358,0.92,Pass,0.548733936,0.766666667,Pass,-2.090011383,0.766666667,Pass
S36-A31,434_12,Unknown,1,434_1,B-actin,Reference,,11.69594402,0.77,Pass,0.031186689,0.380648613,0.77,Pass,999,0,Fail,999,0,Fail
S36-A32,434_12,Unknown,1,434_1,GAPDH,Test,B-actin,11.05460875,0.73,Pass,0.078078015,0.1201767,0.73,Pass,-0.55424768,0.73,Pass,-0.173384325,0.73,Pass
S36-A33,434_12,Unknown,1,434_1,18S,Test,B-actin,22.71651087,0.89,Pass,0.052145133,0.56922997,0.89,Pass,11.10765444,0.766666667,Pass,0.275668944,0.766666667,Pass
S36-A34,434_12,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A35,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A36,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A37,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A38,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A39,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A40,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A41,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A42,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A43,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A44,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A45,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A46,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A47,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S36-A48,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A01,434_5,Unknown,1,434_1,MX1,Test,B-actin,999,0,Fail,0.053812245,999,0,Fail,999,0,Fail,999,0,Fail
S15-A02,434_5,Unknown,1,434_1,IRF7,Test,B-actin,14.5015833,0.84,Pass,0.036827459,-0.887558384,0.84,Pass,3.791090626,0.76,Pass,-0.282755653,0.76,Pass
S15-A03,434_5,Unknown,1,434_1,G1P3,Test,B-actin,2.5,0.11,Fail,0.019982874,-13.74449219,0.11,Fail,-8.210492673,0.11,Fail,-13.13968946,0.11,Fail
S15-A04,434_5,Unknown,1,434_1,OASL,Test,B-actin,10.32354199,0.45,Fail,0.065237931,-4.605682674,0.45,Fail,-0.386950682,0.45,Fail,-4.000879943,0.45,Fail
S15-A05,434_5,Unknown,1,434_1,IFIT4,Test,B-actin,999,0,Fail,0.019915253,999,0,Fail,999,0,Fail,999,0,Fail
S15-A06,434_5,Unknown,1,434_1,INFA5,Test,B-actin,2.5,0.09,Fail,0.072222612,-25.25461067,0.09,Fail,-8.210492673,0.09,Fail,-24.64980793,0.09,Fail
S15-A07,434_5,Unknown,1,434_1,TNF ALPHA,Test,B-actin,3.366013581,0.51,Fail,0.035619194,-13.56634995,0.51,Fail,-7.344479092,0.51,Fail,-12.96154722,0.51,Fail
S15-A08,434_5,Unknown,1,434_1,PI3,Test,B-actin,999,0,Fail,0.033657989,999,0,Fail,999,0,Fail,999,0,Fail
S15-A09,434_5,Unknown,1,434_1,IL-10,Test,B-actin,2.837732611,0.4,Fail,0.052633033,-16.29633569,0.4,Fail,-7.872760063,0.4,Fail,-15.69153296,0.4,Fail
S15-A10,434_5,Unknown,1,434_1,IFIT1,Test,B-actin,14.03347143,0.47,Fail,0.061441596,-4.260814642,0.47,Fail,3.322978755,0.47,Fail,-3.656011911,0.47,Fail
S15-A11,434_5,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,2.100948253,0.61,Fail,0.01597179,-16.65313186,0.61,Fail,-8.60954442,0.61,Fail,-16.04832913,0.61,Fail
S15-A12,434_5,Unknown,1,434_1,IFI44,Test,B-actin,13.61301943,0.14,Fail,0.057802747,-5.099797538,0.14,Fail,2.90252676,0.14,Fail,-4.494994806,0.14,Fail
S15-A13,434_5,Unknown,1,434_1,PRKR,Test,B-actin,3.396426546,0.44,Fail,0.042447337,-13.86973648,0.44,Fail,-7.314066128,0.44,Fail,-13.26493375,0.44,Fail
S15-A14,434_5,Unknown,1,434_1,INFB1,Test,B-actin,999,0,Fail,0.045050435,999,0,Fail,999,0,Fail,999,0,Fail
S15-A15,434_5,Unknown,1,434_1,CCL-24,Test,B-actin,999,0,Fail,0.04242992,999,0,Fail,999,0,Fail,999,0,Fail
S15-A16,434_5,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A17,434_5,Unknown,1,434_1,PBEF,Test,B-actin,999,0,Fail,0.065920425,999,0,Fail,999,0,Fail,999,0,Fail
S15-A18,434_5,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,4.583076262,0.41,Fail,0.082450283,-12.7282873,0.41,Fail,-6.127416411,0.41,Fail,-12.12348457,0.41,Fail
S15-A19,434_5,Unknown,1,434_1,OAS3,Test,B-actin,3.744776007,0.21,Fail,0.059583791,-16.34194238,0.21,Fail,-6.965716666,0.21,Fail,-15.73713965,0.21,Fail
S15-A20,434_5,Unknown,1,434_1,LY6E,Test,B-actin,11.6765747,0.54,Fail,0.033133264,-5.107700219,0.54,Fail,0.966082024,0.54,Fail,-4.502897488,0.54,Fail
S15-A21,434_5,Unknown,1,434_1,APOBEC3B,Test,B-actin,19.76310732,0.89,Pass,0.049384689,-2.349088905,0.89,Pass,9.052614643,0.76,Pass,-1.744286174,0.76,Pass
S15-A22,434_5,Unknown,1,434_1,IL1A,Test,B-actin,13.12849028,0.68,Pass,0.019695109,-4.513633355,0.68,Pass,2.417997604,0.68,Pass,-3.908830624,0.68,Pass
S15-A23,434_5,Unknown,1,434_1,IL1B,Test,B-actin,8.816425453,0.93,Pass,0.092491138,-3.445616186,0.93,Pass,-1.894067221,0.76,Pass,-2.840813455,0.76,Pass
S15-A24,434_5,Unknown,1,434_1,IRF5,Test,B-actin,17.27106445,0.91,Pass,0.068747972,-0.944872769,0.91,Pass,6.560571775,0.76,Pass,-0.340070038,0.76,Pass
S15-A25,434_5,Unknown,1,434_1,NK4(IL-32),Test,B-actin,12.2450882,0.81,Pass,0.035987112,-1.164493476,0.8,Pass,1.534595523,0.76,Pass,-0.559690745,0.76,Pass
S15-A26,434_5,Unknown,1,434_1,CCL20,Test,B-actin,13.39084923,0.78,Pass,0.066028727,-4.924480447,0.78,Pass,2.680356558,0.76,Pass,-4.319677716,0.76,Pass
S15-A27,434_5,Unknown,1,434_1,CCL22,Test,B-actin,14.57821847,0.96,Pass,0.062759131,-1.184772998,0.96,Pass,3.867725796,0.76,Pass,-0.579970267,0.76,Pass
S15-A28,434_5,Unknown,1,434_1,CCL2,Test,B-actin,10.10246875,0.78,Pass,0.041469833,-4.7275987,0.78,Pass,-0.608023919,0.76,Pass,-4.122795969,0.76,Pass
S15-A29,434_5,Unknown,1,434_1,LPL,Test,B-actin,18.55949257,0.79,Pass,0.081767941,-1.835229386,0.79,Pass,7.848999897,0.76,Pass,-1.230426654,0.76,Pass
S15-A30,434_5,Unknown,1,434_1,OPN(SPP1),Test,B-actin,11.9615682,0.87,Pass,0.08927187,-1.992472519,0.87,Pass,1.251075531,0.76,Pass,-1.387669788,0.76,Pass
S15-A31,434_5,Unknown,1,434_1,B-actin,Reference,,10.35895562,0.45,Fail,0.031186689,-0.956339783,0.45,Fail,999,0,Fail,999,0,Fail
S15-A32,434_5,Unknown,1,434_1,GAPDH,Test,B-actin,10.50034871,0.65,Pass,0.078078015,-0.434083335,0.65,Pass,-0.210143959,0.65,Pass,0.170719396,0.65,Pass
S15-A33,434_5,Unknown,1,434_1,18S,Test,B-actin,23.74821621,0.9,Pass,0.052145133,1.600935301,0.9,Pass,13.03772353,0.76,Pass,2.205738033,0.76,Pass
S15-A34,434_5,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A35,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A36,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A37,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A38,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A39,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A40,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A41,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A42,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A43,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A44,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A45,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A46,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A47,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S15-A48,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
