Chip Run Filename,D:\RT-PCR\Blood\ChipRun.bml,,,,,,,,,,,,,,,,,,,
Application Version,1.4.2,,,,,,,,,,,,,,,,,,,
Application Build,20070522.1,,,,,,,,,,,,,,,,,,,
Export Type,Table Results,,,,,,,,,,,,,,,,,,,
Quality Threshold,0.65,,,,,,,,,,,,,,,,,,,
Baseline Correction Method,Linear,,,,,,,,,,,,,,,,,,,
Ct Threshold Method,Auto (Detectors),,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,Experiment Information,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB,FAM-MGB
Chamber,Sample,Sample,Sample,Sample,FAM-MGB,FAM-MGB,FAM-MGB,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Quality,Call
S35-A01,434_12,Unknown,1,434_1,MX1,Test,B-actin,9.177167984,0.88,Pass,0.053812245,-6.155257471,0.88,Pass,-2.431688445,0.766666667,Pass,-6.448818496,0.766666667,Pass
S35-A02,434_12,Unknown,1,434_1,IRF7,Test,B-actin,11.73623458,0.84,Pass,0.036827459,-3.652907103,0.84,Pass,0.12737815,0.766666667,Pass,-3.946468128,0.766666667,Pass
S35-A03,434_12,Unknown,1,434_1,G1P3,Test,B-actin,10.51248904,0.76,Pass,0.019982874,-5.732003151,0.76,Pass,-1.096367391,0.76,Pass,-6.025564176,0.76,Pass
S35-A04,434_12,Unknown,1,434_1,OASL,Test,B-actin,11.08391302,0.81,Pass,0.065237931,-3.84531165,0.81,Pass,-0.524943415,0.766666667,Pass,-4.138872676,0.766666667,Pass
S35-A05,434_12,Unknown,1,434_1,IFIT4,Test,B-actin,11.57308206,0.65,Pass,0.019915253,-8.36410085,0.65,Pass,-0.035774373,0.65,Pass,-8.657661875,0.65,Pass
S35-A06,434_12,Unknown,1,434_1,INFA5,Test,B-actin,15.43205942,0.95,Pass,0.072222612,-12.32255124,0.95,Pass,3.823202994,0.766666667,Pass,-12.61611227,0.766666667,Pass
S35-A07,434_12,Unknown,1,434_1,TNF ALPHA,Test,B-actin,14.15801809,0.86,Pass,0.035619194,-2.77434544,0.806666667,Pass,2.549161658,0.766666667,Pass,-3.067906465,0.766666667,Pass
S35-A08,434_12,Unknown,1,434_1,PI3,Test,B-actin,14.58451147,0.77,Pass,0.033657989,-0.860592846,0.77,Pass,2.975655041,0.766666667,Pass,-1.154153871,0.766666667,Pass
S35-A09,434_12,Unknown,1,434_1,IL-10,Test,B-actin,18.56914497,0.84,Pass,0.052633033,-0.564923336,0.84,Pass,6.960288539,0.766666667,Pass,-0.858484362,0.766666667,Pass
S35-A10,434_12,Unknown,1,434_1,IFIT1,Test,B-actin,10.39510666,0.87,Pass,0.061441596,-7.899179413,0.87,Pass,-1.213749772,0.766666667,Pass,-8.192740438,0.766666667,Pass
S35-A11,434_12,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,10.63896171,0.58,Fail,0.01597179,-8.115118398,0.58,Fail,-0.969894716,0.58,Fail,-8.408679424,0.58,Fail
S35-A12,434_12,Unknown,1,434_1,IFI44,Test,B-actin,13.11327084,0.83,Pass,0.057802747,-5.599546132,0.83,Pass,1.504414409,0.766666667,Pass,-5.893107157,0.766666667,Pass
S35-A13,434_12,Unknown,1,434_1,PRKR,Test,B-actin,12.27579688,0.83,Pass,0.042447337,-4.990366147,0.83,Pass,0.666940453,0.766666667,Pass,-5.283927172,0.766666667,Pass
S35-A14,434_12,Unknown,1,434_1,INFB1,Test,B-actin,14.79036287,0.81,Pass,0.045050435,-10.75308264,0.81,Pass,3.181506443,0.766666667,Pass,-11.04664367,0.766666667,Pass
S35-A15,434_12,Unknown,1,434_1,CCL-24,Test,B-actin,16.36772968,0.89,Pass,0.04242992,0.037187344,0.89,Pass,4.758873254,0.766666667,Pass,-0.256373681,0.766666667,Pass
S35-A16,434_12,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S35-A17,434_12,Unknown,1,434_1,PBEF,Test,B-actin,12.86597103,0.96,Pass,0.065920425,-0.527429979,0.96,Pass,1.257114601,0.766666667,Pass,-0.820991004,0.766666667,Pass
S35-A18,434_12,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,12.90438036,0.95,Pass,0.082450283,-4.406983197,0.923333333,Pass,1.295523933,0.766666667,Pass,-4.700544222,0.766666667,Pass
S35-A19,434_12,Unknown,1,434_1,OAS3,Test,B-actin,14.32934092,0.97,Pass,0.059583791,-5.757377472,0.946666667,Pass,2.720484487,0.766666667,Pass,-6.050938497,0.766666667,Pass
S35-A20,434_12,Unknown,1,434_1,LY6E,Test,B-actin,12.66873836,0.7,Pass,0.033133264,-4.115536561,0.7,Pass,1.059881926,0.7,Pass,-4.409097586,0.7,Pass
S35-A21,434_12,Unknown,1,434_1,APOBEC3B,Test,B-actin,20.44240659,0.92,Pass,0.049384689,-1.669789636,0.92,Pass,8.833550157,0.766666667,Pass,-1.963350661,0.766666667,Pass
S35-A22,434_12,Unknown,1,434_1,IL1A,Test,B-actin,15.93051446,0.64,Fail,0.019695109,-1.711609175,0.64,Fail,4.321658028,0.64,Fail,-2.0051702,0.64,Fail
S35-A23,434_12,Unknown,1,434_1,IL1B,Test,B-actin,10.22810528,0.98,Pass,0.092491138,-2.033936361,0.98,Pass,-1.380751152,0.766666667,Pass,-2.327497386,0.766666667,Pass
S35-A24,434_12,Unknown,1,434_1,IRF5,Test,B-actin,17.49512267,0.9,Pass,0.068747972,-0.720814547,0.9,Pass,5.88626624,0.766666667,Pass,-1.014375572,0.766666667,Pass
S35-A25,434_12,Unknown,1,434_1,NK4(IL-32),Test,B-actin,13.45826247,0.76,Pass,0.035987112,0.048680798,0.76,Pass,1.849406041,0.76,Pass,-0.244880228,0.76,Pass
S35-A26,434_12,Unknown,1,434_1,CCL20,Test,B-actin,13.37261125,0.76,Pass,0.066028727,-4.942718425,0.76,Pass,1.763754824,0.76,Pass,-5.23627945,0.76,Pass
S35-A27,434_12,Unknown,1,434_1,CCL22,Test,B-actin,16.10246774,0.9,Pass,0.062759131,0.339476274,0.9,Pass,4.493611311,0.766666667,Pass,0.045915249,0.766666667,Pass
S35-A28,434_12,Unknown,1,434_1,CCL2,Test,B-actin,9.476559613,0.83,Pass,0.041469833,-5.353507841,0.83,Pass,-2.132296816,0.766666667,Pass,-5.647068866,0.766666667,Pass
S35-A29,434_12,Unknown,1,434_1,LPL,Test,B-actin,17.6001915,0.8,Pass,0.081767941,-2.794530457,0.8,Pass,5.991335068,0.766666667,Pass,-3.088091483,0.766666667,Pass
S35-A30,434_12,Unknown,1,434_1,OPN(SPP1),Test,B-actin,12.20249084,0.94,Pass,0.08927187,-1.751549885,0.94,Pass,0.593634409,0.766666667,Pass,-2.04511091,0.766666667,Pass
S35-A31,434_12,Unknown,1,434_1,B-actin,Reference,,11.45739954,0.76,Pass,0.031186689,0.142104134,0.76,Pass,999,0,Fail,999,0,Fail
S35-A32,434_12,Unknown,1,434_1,GAPDH,Test,B-actin,11.03271512,0.84,Pass,0.078078015,0.098283074,0.77,Pass,-0.576141306,0.766666667,Pass,-0.195277951,0.766666667,Pass
S35-A33,434_12,Unknown,1,434_1,18S,Test,B-actin,22.52258534,0.95,Pass,0.052145133,0.375304433,0.91,Pass,10.91372891,0.766666667,Pass,0.081743408,0.766666667,Pass
S35-A34,434_12,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S35-A35,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S35-A36,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S35-A37,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S35-A38,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S35-A39,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S35-A40,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S35-A41,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S35-A42,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S35-A43,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S35-A44,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S35-A45,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S35-A46,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S35-A47,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S35-A48,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A01,434_5,Unknown,1,434_1,MX1,Test,B-actin,12.77244489,0.88,Pass,0.053812245,-2.559980566,0.88,Pass,2.061952216,0.76,Pass,-1.955177835,0.76,Pass
S14-A02,434_5,Unknown,1,434_1,IRF7,Test,B-actin,13.65292986,0.82,Pass,0.036827459,-1.736211822,0.82,Pass,2.942437188,0.76,Pass,-1.131409091,0.76,Pass
S14-A03,434_5,Unknown,1,434_1,G1P3,Test,B-actin,14.36682843,0.78,Pass,0.019982874,-1.877663758,0.773333333,Pass,3.656335757,0.76,Pass,-1.272861027,0.76,Pass
S14-A04,434_5,Unknown,1,434_1,OASL,Test,B-actin,13.90472443,0.9,Pass,0.065237931,-1.024500235,0.9,Pass,3.194231757,0.76,Pass,-0.419697504,0.76,Pass
S14-A05,434_5,Unknown,1,434_1,IFIT4,Test,B-actin,17.37615482,0.75,Pass,0.019915253,-2.561028091,0.68,Pass,6.665662143,0.75,Pass,-1.95622536,0.68,Pass
S14-A06,434_5,Unknown,1,434_1,INFA5,Test,B-actin,26.14680126,0.95,Pass,0.072222612,-1.607809403,0.95,Pass,15.43630859,0.76,Pass,-1.003006672,0.76,Pass
S14-A07,434_5,Unknown,1,434_1,TNF ALPHA,Test,B-actin,15.82607059,0.84,Pass,0.035619194,-1.106292934,0.806666667,Pass,5.115577921,0.76,Pass,-0.501490203,0.76,Pass
S14-A08,434_5,Unknown,1,434_1,PI3,Test,B-actin,14.48243789,0.63,Fail,0.033657989,-0.962666428,0.63,Fail,3.771945214,0.63,Fail,-0.357863697,0.63,Fail
S14-A09,434_5,Unknown,1,434_1,IL-10,Test,B-actin,18.48139832,0.96,Pass,0.052633033,-0.652669987,0.926666667,Pass,7.770905645,0.76,Pass,-0.047867255,0.76,Pass
S14-A10,434_5,Unknown,1,434_1,IFIT1,Test,B-actin,16.64702358,0.85,Pass,0.061441596,-1.647262492,0.85,Pass,5.936530905,0.76,Pass,-1.04245976,0.76,Pass
S14-A11,434_5,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,15.72516219,0.75,Pass,0.01597179,-3.028917919,0.675,Pass,5.01466952,0.75,Pass,-2.424115187,0.675,Pass
S14-A12,434_5,Unknown,1,434_1,IFI44,Test,B-actin,16.40643975,0.87,Pass,0.057802747,-2.306377225,0.87,Pass,5.695947073,0.76,Pass,-1.701574494,0.76,Pass
S14-A13,434_5,Unknown,1,434_1,PRKR,Test,B-actin,14.76322019,0.85,Pass,0.042447337,-2.502942841,0.85,Pass,4.052727515,0.76,Pass,-1.89814011,0.76,Pass
S14-A14,434_5,Unknown,1,434_1,INFB1,Test,B-actin,26.24254246,0.88,Pass,0.045050435,0.699096948,0.88,Pass,15.53204979,0.76,Pass,1.303899679,0.76,Pass
S14-A15,434_5,Unknown,1,434_1,CCL-24,Test,B-actin,16.4663309,0.87,Pass,0.04242992,0.135788557,0.87,Pass,5.755838223,0.76,Pass,0.740591288,0.76,Pass
S14-A16,434_5,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A17,434_5,Unknown,1,434_1,PBEF,Test,B-actin,12.78465845,0.92,Pass,0.065920425,-0.608742555,0.92,Pass,2.074165781,0.76,Pass,-0.003939824,0.76,Pass
S14-A18,434_5,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,16.53499754,0.95,Pass,0.082450283,-0.776366017,0.923333333,Pass,5.82450487,0.76,Pass,-0.171563285,0.76,Pass
S14-A19,434_5,Unknown,1,434_1,OAS3,Test,B-actin,18.52620601,0.97,Pass,0.059583791,-1.560512374,0.946666667,Pass,7.815713341,0.76,Pass,-0.955709643,0.76,Pass
S14-A20,434_5,Unknown,1,434_1,LY6E,Test,B-actin,15.31696129,0.8,Pass,0.033133264,-1.46731363,0.8,Pass,4.606468613,0.76,Pass,-0.862510898,0.76,Pass
S14-A21,434_5,Unknown,1,434_1,APOBEC3B,Test,B-actin,21.39112961,0.95,Pass,0.049384689,-0.721066617,0.943333333,Pass,10.68063693,0.76,Pass,-0.116263885,0.76,Pass
S14-A22,434_5,Unknown,1,434_1,IL1A,Test,B-actin,15.51713931,0.62,Fail,0.019695109,-2.124984325,0.62,Fail,4.806646634,0.62,Fail,-1.520181593,0.62,Fail
S14-A23,434_5,Unknown,1,434_1,IL1B,Test,B-actin,9.265793042,0.91,Pass,0.092491138,-2.996248597,0.91,Pass,-1.444699632,0.76,Pass,-2.391445865,0.76,Pass
S14-A24,434_5,Unknown,1,434_1,IRF5,Test,B-actin,17.80763286,0.88,Pass,0.068747972,-0.408304353,0.88,Pass,7.09714019,0.76,Pass,0.196498378,0.76,Pass
S14-A25,434_5,Unknown,1,434_1,NK4(IL-32),Test,B-actin,12.76538459,0.82,Pass,0.035987112,-0.644197084,0.8,Pass,2.054891916,0.76,Pass,-0.039394352,0.76,Pass
S14-A26,434_5,Unknown,1,434_1,CCL20,Test,B-actin,13.7560493,0.77,Pass,0.066028727,-4.559280381,0.77,Pass,3.045556625,0.76,Pass,-3.954477649,0.76,Pass
S14-A27,434_5,Unknown,1,434_1,CCL22,Test,B-actin,14.6971496,0.98,Pass,0.062759131,-1.065841869,0.966666667,Pass,3.986656925,0.76,Pass,-0.461039138,0.76,Pass
S14-A28,434_5,Unknown,1,434_1,CCL2,Test,B-actin,10.49078141,0.83,Pass,0.041469833,-4.339286042,0.83,Pass,-0.219711261,0.76,Pass,-3.734483311,0.76,Pass
S14-A29,434_5,Unknown,1,434_1,LPL,Test,B-actin,18.93361637,0.72,Pass,0.081767941,-1.461105583,0.72,Pass,8.2231237,0.72,Pass,-0.856302851,0.72,Pass
S14-A30,434_5,Unknown,1,434_1,OPN(SPP1),Test,B-actin,12.11567819,0.9,Pass,0.08927187,-1.838362537,0.9,Pass,1.405185513,0.76,Pass,-1.233559805,0.76,Pass
S14-A31,434_5,Unknown,1,434_1,B-actin,Reference,,10.71049267,0.76,Pass,0.031186689,-0.604802731,0.76,Pass,999,0,Fail,999,0,Fail
S14-A32,434_5,Unknown,1,434_1,GAPDH,Test,B-actin,10.56358561,0.74,Pass,0.078078015,-0.370846435,0.74,Pass,-0.146907058,0.74,Pass,0.233956296,0.74,Pass
S14-A33,434_5,Unknown,1,434_1,18S,Test,B-actin,22.56218475,0.95,Pass,0.052145133,0.414903849,0.91,Pass,11.85169208,0.76,Pass,1.01970658,0.76,Pass
S14-A34,434_5,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A35,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A36,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A37,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A38,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A39,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A40,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A41,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A42,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A43,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A44,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A45,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A46,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A47,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S14-A48,434_5,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A01,434_12,Unknown,1,434_1,MX1,Test,B-actin,9.182493767,0.96,Pass,0.053812245,-6.149931688,0.893333333,Pass,-2.426362662,0.766666667,Pass,-6.443492713,0.766666667,Pass
S34-A02,434_12,Unknown,1,434_1,IRF7,Test,B-actin,11.73405393,0.81,Pass,0.036827459,-3.655087757,0.81,Pass,0.125197497,0.766666667,Pass,-3.948648782,0.766666667,Pass
S34-A03,434_12,Unknown,1,434_1,G1P3,Test,B-actin,10.35303138,0.76,Pass,0.019982874,-5.891460805,0.76,Pass,-1.255825045,0.76,Pass,-6.18502183,0.76,Pass
S34-A04,434_12,Unknown,1,434_1,OASL,Test,B-actin,11.02097865,0.85,Pass,0.065237931,-3.908246012,0.85,Pass,-0.587877776,0.766666667,Pass,-4.201807037,0.766666667,Pass
S34-A05,434_12,Unknown,1,434_1,IFIT4,Test,B-actin,11.00008374,0.7,Pass,0.019915253,-8.937099169,0.68,Pass,-0.608772691,0.7,Pass,-9.230660194,0.68,Pass
S34-A06,434_12,Unknown,1,434_1,INFA5,Test,B-actin,15.39404463,0.94,Pass,0.072222612,-12.36056604,0.94,Pass,3.785188198,0.766666667,Pass,-12.65412706,0.766666667,Pass
S34-A07,434_12,Unknown,1,434_1,TNF ALPHA,Test,B-actin,13.94834067,0.82,Pass,0.035619194,-2.984022862,0.806666667,Pass,2.339484237,0.766666667,Pass,-3.277583887,0.766666667,Pass
S34-A08,434_12,Unknown,1,434_1,PI3,Test,B-actin,14.4919388,0.8,Pass,0.033657989,-0.953165512,0.793333333,Pass,2.883082374,0.766666667,Pass,-1.246726537,0.766666667,Pass
S34-A09,434_12,Unknown,1,434_1,IL-10,Test,B-actin,18.58608245,0.84,Pass,0.052633033,-0.547985853,0.84,Pass,6.977226022,0.766666667,Pass,-0.841546878,0.766666667,Pass
S34-A10,434_12,Unknown,1,434_1,IFIT1,Test,B-actin,10.41186614,0.76,Pass,0.061441596,-7.88241993,0.76,Pass,-1.19699029,0.76,Pass,-8.175980955,0.76,Pass
S34-A11,434_12,Unknown,1,434_1,G1P2/ISG15,Test,B-actin,11.05860815,0.6,Fail,0.01597179,-7.69547196,0.6,Fail,-0.550248278,0.6,Fail,-7.989032986,0.6,Fail
S34-A12,434_12,Unknown,1,434_1,IFI44,Test,B-actin,13.0839256,0.83,Pass,0.057802747,-5.628891374,0.83,Pass,1.475069167,0.766666667,Pass,-5.9224524,0.766666667,Pass
S34-A13,434_12,Unknown,1,434_1,PRKR,Test,B-actin,12.30593677,0.78,Pass,0.042447337,-4.96022626,0.78,Pass,0.697080341,0.766666667,Pass,-5.253787285,0.766666667,Pass
S34-A14,434_12,Unknown,1,434_1,INFB1,Test,B-actin,14.8212473,0.79,Pass,0.045050435,-10.72219821,0.79,Pass,3.212390875,0.766666667,Pass,-11.01575923,0.766666667,Pass
S34-A15,434_12,Unknown,1,434_1,CCL-24,Test,B-actin,16.5681252,0.87,Pass,0.04242992,0.23758286,0.87,Pass,4.95926877,0.766666667,Pass,-0.055978165,0.766666667,Pass
S34-A16,434_12,Unknown,1,434_1,IL-6,Test,B-actin,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A17,434_12,Unknown,1,434_1,PBEF,Test,B-actin,12.96741152,0.96,Pass,0.065920425,-0.425989486,0.96,Pass,1.358555093,0.766666667,Pass,-0.719550511,0.766666667,Pass
S34-A18,434_12,Unknown,1,434_1,DDX58/RIG-1,Test,B-actin,12.9791927,0.98,Pass,0.082450283,-4.332170864,0.923333333,Pass,1.370336266,0.766666667,Pass,-4.625731889,0.766666667,Pass
S34-A19,434_12,Unknown,1,434_1,OAS3,Test,B-actin,14.4701455,0.97,Pass,0.059583791,-5.616572886,0.946666667,Pass,2.861289073,0.766666667,Pass,-5.910133911,0.766666667,Pass
S34-A20,434_12,Unknown,1,434_1,LY6E,Test,B-actin,12.75924106,0.71,Pass,0.033133264,-4.025033855,0.71,Pass,1.150384632,0.71,Pass,-4.31859488,0.71,Pass
S34-A21,434_12,Unknown,1,434_1,APOBEC3B,Test,B-actin,20.46682287,0.93,Pass,0.049384689,-1.64537335,0.93,Pass,8.857966442,0.766666667,Pass,-1.938934375,0.766666667,Pass
S34-A22,434_12,Unknown,1,434_1,IL1A,Test,B-actin,16.31805635,0.68,Pass,0.019695109,-1.324067283,0.68,Pass,4.709199919,0.68,Pass,-1.617628308,0.68,Pass
S34-A23,434_12,Unknown,1,434_1,IL1B,Test,B-actin,10.2725699,0.99,Pass,0.092491138,-1.989471737,0.986666667,Pass,-1.336286529,0.766666667,Pass,-2.283032762,0.766666667,Pass
S34-A24,434_12,Unknown,1,434_1,IRF5,Test,B-actin,17.57957873,0.89,Pass,0.068747972,-0.636358491,0.89,Pass,5.970722297,0.766666667,Pass,-0.929919516,0.766666667,Pass
S34-A25,434_12,Unknown,1,434_1,NK4(IL-32),Test,B-actin,13.42331125,0.76,Pass,0.035987112,0.013729575,0.76,Pass,1.814454818,0.76,Pass,-0.27983145,0.76,Pass
S34-A26,434_12,Unknown,1,434_1,CCL20,Test,B-actin,13.48258882,0.78,Pass,0.066028727,-4.832740856,0.78,Pass,1.873732392,0.766666667,Pass,-5.126301881,0.766666667,Pass
S34-A27,434_12,Unknown,1,434_1,CCL22,Test,B-actin,15.98425781,0.95,Pass,0.062759131,0.221266343,0.95,Pass,4.375401381,0.766666667,Pass,-0.072294682,0.766666667,Pass
S34-A28,434_12,Unknown,1,434_1,CCL2,Test,B-actin,9.546091141,0.75,Pass,0.041469833,-5.283976313,0.75,Pass,-2.062765289,0.75,Pass,-5.577537338,0.75,Pass
S34-A29,434_12,Unknown,1,434_1,LPL,Test,B-actin,17.67474985,0.91,Pass,0.081767941,-2.719972108,0.886666667,Pass,6.065893417,0.766666667,Pass,-3.013533133,0.766666667,Pass
S34-A30,434_12,Unknown,1,434_1,OPN(SPP1),Test,B-actin,12.25458748,0.94,Pass,0.08927187,-1.69945324,0.94,Pass,0.645731054,0.766666667,Pass,-1.993014265,0.766666667,Pass
S34-A31,434_12,Unknown,1,434_1,B-actin,Reference,,11.67322573,0.77,Pass,0.031186689,0.357930327,0.77,Pass,999,0,Fail,999,0,Fail
S34-A32,434_12,Unknown,1,434_1,GAPDH,Test,B-actin,11.10478139,0.78,Pass,0.078078015,0.170349339,0.77,Pass,-0.504075041,0.766666667,Pass,-0.123211686,0.766666667,Pass
S34-A33,434_12,Unknown,1,434_1,18S,Test,B-actin,22.77102472,0.92,Pass,0.052145133,0.623743811,0.91,Pass,11.16216829,0.766666667,Pass,0.330182786,0.766666667,Pass
S34-A34,434_12,Unknown,1,434_1,,NRC,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A35,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A36,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A37,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A38,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A39,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A40,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A41,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A42,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A43,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A44,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A45,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A46,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A47,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S34-A48,434_12,Unknown,1,434_1,,Test,,999,0,Fail,0.1,999,0,Fail,999,0,Fail,999,0,Fail
S13-A01,434_5,Unknown,1,434_1,MX1,Test,B-actin,12.34572903,0.87,Pass,0.053812245,-2.986696429,0.87,Pass,1.635236352,0.76,Pass,-2.381893698,0.76,Pass
S13-A02,434_5,Unknown,1,434_1,IRF7,Test,B-actin,13.7139345,0.78,Pass,0.036827459,-1.675207188,0.78,Pass,3.003441822,0.76,Pass,-1.070404456,0.76,Pass
S13-A03,434_5,Unknown,1,434_1,G1P3,Test,B-actin,13.43812828,0.78,Pass,0.019982874,-2.806363914,0.773333333,Pass,2.727635602,0.76,Pass,-2.201561183,0.76,Pass
S13-A04,434_5,Unknown,1,434_1,OASL,Test,B-actin,13.91238692,0.91,Pass,0.065237931,-1.01683775,0.91,Pass,3.201894242,0.76,Pass,-0.412035019,0.76,Pass
S13-A05,434_5,Unknown,1,434_1,IFIT4,Test,B-actin,17.47141989,0.83,Pass,0.019915253,-2.465763015,0.68,Pass,6.760927218,0.76,Pass,-1.860960284,0.68,Pass
S13-A06,434_5,Unknown,1,434_1,INFA5,Test,B-actin,25.43692184,0.95,Pass,0.072222612,-2.317688826,0.95,Pass,14.72642917,0.76,Pass,-1.712886095,0.76,Pass
